Fid,Drug_Name1,Reason1,Drug_Name2,Reason2,Rating,Reviews,Drugfollowers,Label
10.42.0.211-10.42.0.1-55230-53-17,Alenix 5mg Tablet 10'SAlenix 10mg Tablet 10'S,Allergies,Exiten Plus Tablet 10'S,Anxiety,9,51,26,0
172.217.3.106-10.42.0.211-443-48894-6,Alerdain M Tablet 10'S,Allergies,Exito Plus Tablet 10'S,Anxiety,10,40,29,1
10.42.0.255-10.42.0.1-8612-8612-17,Alerdain M Kid Tablet 10'S,Allergies,Ezeepam Plus 10mg Tablet 10'SEzeepam Plus 5mg Tablet 10'S,Anxiety,9,485,29,0
10.42.0.211-118.242.24.59-37960-18013-6,Alerfex 120mg Tablet 10'S,Allergies,Ezegalin SR 150mg Tablet 10'SEzegalin SR 75mg Tablet 10'S,Anxiety,1,12,38,1
202.77.129.161-10.42.0.42-80-43022-6,Alerfix 5mg Tablet 10'S,Allergies,Ezolent 0.25mg Tablet 10'SEzolent 1mg Tablet 10'SEzolent 0.5mg Tablet 10'S,Anxiety,9,58,29,0
10.42.0.42-104.254.66.16-40922-80-6,Alerfix M Tablet 15'S,Allergies,Ezolent Beta 0.5mg Tablet 10'S,Anxiety,6,10,29,1
10.42.0.42-14.29.93.243-52858-80-6,ALERFRI AF Drops 15ml,Allergies,Ezolent Forte Tablet 10'S,Anxiety,1,27,172,1
10.42.0.1-10.42.0.42-53-38209-17,Alergin Tablet 10'S,Allergies,Ezolent Plus Tablet 10'S,Anxiety,1,7,242,0
10.42.0.151-106.39.169.66-42738-80-6,Alergin L Tablet 10'S,Allergies,F A D 0.5mg Tablet 10'SF A D 0.25mg Tablet 10'SF A D SR 0.5mg Tablet 10'S,Anxiety,1,21,29,1
10.42.0.211-47.88.68.21-38595-443-6,Alergin LX Syrup 30ml,Allergies,Faxtin A Tablet 10'S,Anxiety,10,19,1182,0
180.163.15.184-10.42.0.151-80-58229-6,Alergin NF Syrup 30ml,Allergies,Feliz S Plus 5mg Tablet 10'SFeliz S Plus Tablet 10'S,Anxiety,1,20,261,0
10.42.0.42-64.71.142.95-48476-443-6,Alergo 120mg Tablet 10'S,Allergies,Firsito Plus Tablet 10'S,Anxiety,8,74,456,1
172.217.11.3-10.42.0.151-443-37881-6,Alerid 10mg Tablet 10'SAlerid Syrup 30mlAlerid Syrup 60ml,Allergies,FIT Tablet 10'S,Anxiety,9,13,329,1
203.205.191.22-10.42.0.151-80-41128-6,Alerid D Tablet 10'S,Allergies,Flavix 25mg Tablet 10'S,Anxiety,7,27,29,0
157.55.130.144-10.42.0.151-40019-43477-17,Aleriz Tablet 500'S,Allergies,Floxin Plus Tablet 10'S,Anxiety,9,68,429,1
239.255.255.250-10.42.0.1-1900-36787-17,Alermed 180mg Tablet 10'SAlermed Tablet 10'S,Allergies,Fludep AZ Tablet 10'S,Anxiety,8,4,29,0
157.240.18.10-10.42.0.151-443-51130-6,Alernex 120mg Tablet 10'S,Allergies,Flumusa Forte Tablet 10'S,Anxiety,5,9,29,1
10.42.0.151-10.42.0.1-43620-53-17,Alert 180mg Tablet 10'SAlert 120mg Tablet 10'S,Allergies,Fluwel Tablet 10'S,Anxiety,10,59,29,0
184.169.166.225-10.42.0.211-443-47386-6,Alert L 5mg Tablet 10'S,Allergies,Fluzolam Tablet 10'S,Anxiety,5,10,27,1
10.42.0.211-103.7.30.118-57949-80-6,ALERTAC 10mg Tablet 10's,Allergies,Franxit O 12.5mg Tablet 10'S,Anxiety,8,54,29,0
10.42.0.1-10.42.0.42-53-5431-17,Alertriz 5mg Tablet 10'S,Allergies,Frisium 20mg Tablet 10'SFrisium 10mg Tablet 10'SFrisium 5mg Tablet 15'SFrisium 10mg Tablet 15'S,Anxiety,8,0,29,0
203.205.158.62-10.42.0.151-80-42633-6,Alervo M Tablet 10'S,Allergies,Frisium Junior 5mg Tablet 15'S,Anxiety,5,7,627,0
10.42.0.211-106.39.169.66-49283-80-6,Alexo 120mg Tablet 10'S,Allergies,Galop LS 0.25/10mg Tablet 10'S,Anxiety,6,3,356,0
173.241.242.143-10.42.0.211-443-57341-6,Alexo M 10/120mg Tablet 10'S,Allergies,Galop Plus 10mg Tablet 10'SGalop Plus 5mg Tablet 10'S,Anxiety,9,4,42,0
151.101.21.140-10.42.0.211-443-57988-6,ALGO 10mg Tablet 10's,Allergies,Gispa Tablet 10'S,Anxiety,1,6,29,1
10.42.0.211-10.42.0.1-19962-53-17,Algrot 120mg Tablet 10'SAlgrot 30mg Suspension 60ml,Allergies,Hicope Syrup 100mlHicope 25mg Tablet 10'SHicope 10mg Tablet 10'SHicope Drops 15ml,Anxiety,10,23,296,1
172.217.12.174-10.42.0.151-443-34738-6,Alides 5mg Tablet 10'S,Allergies,Hilerin 25mg Tablet 10'S,Anxiety,5,27,29,0
8.0.6.4-8.6.0.1-0-0-0,ALL 3 5mg Tablet 10'S,Allergies,Hizet 10mg Tablet 15'SHizet Syrup 100mlHizet 25mg Tablet 15'S,Anxiety,9,7,29,0
10.42.0.211-10.42.0.1-47584-53-17,ALLEFAST 120mg Tablet 10'sALLEFAST 180mg Tablet 10's,Allergies,Hydroze 25mg Tablet 10'S,Anxiety,1,28,29,0
10.42.0.211-10.42.0.1-41779-53-17,Allegix 120mg Tablet 6'SAllegix 180mg Tablet 6'S,Allergies,Hyrax 25mg Tablet 10'SHyrax 10mg Tablet 10'S,Anxiety,10,28,461,1
10.42.0.42-106.11.129.143-52553-80-6,Allegra 30mg Tablet 10'SAllegra Suspension 100ml,Allergies,Hyrax Oral Solution 100ml,Anxiety,3,17,548,1
10.42.0.211-10.42.0.1-42779-53-17,Allegra 60mg Tablet 10'SAllegra 120mg Tablet 10'SALLEGRA Syrup 60mlAllegra 180mg Tablet 10'S,Allergies,Ibirest Tablet 10'S,Anxiety,7,29,329,1
182.22.120.245-10.42.0.211-443-48493-6,Allegra M Tablet 10'S,Allergies,Imip 5mg Tablet 10'SImip 2mg Tablet 10'S,Anxiety,10,14,29,1
151.101.129.140-10.42.0.151-443-57670-6,Allelin 10mg Tablet 10'S,Allergies,Imipam Tablet 10'S,Anxiety,1,39,29,1
10.42.0.151-10.42.0.1-57803-53-17,Allercet Pedtabs Tablet 10'SAllercet L Tablet 10'SAllercet 5mg Tablet 10'SAllercet 10mg Tablet 10'S,Allergies,Imiz 5mg Tablet 10'SImiz 2mg Tablet 10'S,Anxiety,10,24,369,0
10.42.0.42-13.107.254.128-52846-443-6,Allercet M Tablet 10'S,Allergies,Imizonic Plus Tablet 10'S,Anxiety,10,32,37,1
10.42.0.211-47.88.66.107-48465-80-6,Allercet M Kid Tablet 10'S,Allergies,Imodep 2mg Tablet 10'S,Anxiety,9,7,29,0
151.101.118.2-10.42.0.42-443-52260-6,Allercrom Eye Drops 10ml,Allergies,Indolam 0.5mg Tablet 10'SIndolam 0.25mg Tablet 10'S,Anxiety,10,14,31,0
162.208.22.39-10.42.0.211-443-58915-6,Allercrom Forte Eye Drops 5ml,Allergies,Itcalms 5 Tablet 10'S,Anxiety,5,119,35,0
172.217.10.106-10.42.0.42-443-41427-6,Allerde 5mg Tablet 10'S,Allergies,Joliday 0.5mg Tablet 10'S,Anxiety,10,4,8529,1
10.42.0.211-123.125.29.138-52978-80-6,Allerde M Tablet 10'S,Allergies,Jolistar 0.5mg Tablet 10'SJolistar 0.25mg Tablet 10'SJolistar 0.50mg Tablet 10'S,Anxiety,6,2,29,0
172.217.9.238-10.42.0.151-443-49398-6,Allerdest M Tablet 10'SAllerdest 5mg Tablet 10'S,Allergies,Jolivel 50mg Tablet 10'SJolivel 100mg Tablet 10'S,Anxiety,10,53,2629,1
10.42.0.211-66.198.24.250-57455-80-6,Allerfex 120mg Tablet 10'SAllerfex 180mg Tablet 10'S,Allergies,Jopram Plus Tablet 10'S,Anxiety,9,0,29,0
174.35.73.199-10.42.0.211-80-41845-6,Allerfex M Tablet 10'S,Allergies,Joycom Plus 10mg Tablet 10'S,Anxiety,9,144,391,1
10.42.0.211-23.23.129.231-33036-443-6,Allergin 10mg Tablet 10'S,Allergies,JUNIZ RDS 5mg Tablet 5'SJUNIZ RDS 2.5mg Tablet 5'S,Anxiety,10,47,29,0
10.42.0.211-52.52.43.76-44578-443-6,Allerhin L Syrup 60ml,Allergies,Kaprolam 0.25mg Tablet 10'SKaprolam 0.5mg Tablet 10'S,Anxiety,9,25,29,1
10.42.0.211-10.42.0.1-12092-53-17,Allerkast 10/5mg Syrup 30mlAllerkast 10/5mg Tablet 10'S,Allergies,Karpam 5mg Tablet 10'S,Anxiety,3,17,36,1
10.42.0.1-10.42.0.42-53-33857-17,Allerkast LC 10/5mg Tablet 10'S,Allergies,Kidep DZ Tablet 10'S,Anxiety,9,43,31,0
172.217.11.10-10.42.0.211-443-44590-6,Allerknot L Tablet 10's,Allergies,Klonaz MD 0.25mg Tablet 10'SKlonaz 1mg Tablet 10'SKlonaz 0.25mg Tablet 10'SKlonaz ES Tablet 10'SKlonaz MD 0.5mg Tablet 10'SKlonaz 0.5mg Tablet 10'SKlonaz 2mg Tablet 10'S,Anxiety,3,3,29,1
10.42.0.151-23.206.162.129-34285-80-6,Allermax Tablet 10'S,Allergies,L Peez S Tablet 10'S,Anxiety,1,0,621,0
239.255.255.250-10.42.0.1-1900-55836-17,Allermax Plus Tablet 10'S,Allergies,L Zepam 2mg Tablet 10'SL Zepam 1mg Tablet 10'S,Anxiety,10,10,29,0
10.42.0.211-121.12.98.63-47424-80-6,Allerone 5mg Tablet 10'S,Allergies,LAM Plus Tablet 10'SLAM 0.25mg Tablet 10'SLAM Plus H Tablet 10'SLAM LA 0.5mg Tablet 10'SLAM 0.5mg Tablet 10'S,Anxiety,10,18,243,1
10.42.0.211-123.59.190.251-44440-80-6,Allerzine 10mg Tablet 10'SAllerzine 5mg Tablet 10'S,Allergies,Lexadep AX Tablet 10'S,Anxiety,3,7,29,1
169.47.42.235-10.42.0.42-443-49483-6,Allerzine L 5mg Tablet 10'S,Allergies,Liberta 0.5mg Tablet 10'SLiberta 0.25mg Tablet 10'SLiberta 1mg Tablet 10'S,Anxiety,10,13,39,0
157.240.18.15-10.42.0.42-443-37842-6,Allrite 5mg Tablet 10'SAllrite Capsule 10'S,Allergies,Libotryp DS Tablet 30'SLibotryp EZ 10mg Tablet 10'SLibotryp 12.5mg Tablet 15'SLibotryp Tablet 10'SLibotryp XL 25mg Tablet 10'SLibotryp 12.5mg Tablet 30'SLibotryp 12.5/5mg Tablet 15'SLibotryp EZ 5mg Tablet 10'SLibotryp DS Tablet 15'SLibotryp DS Tablet 10'SLibotryp 12.5/5mg Tablet 10'S,Anxiety,10,34,29,1
10.42.0.211-10.42.0.1-61966-53-17,ALLRITE M Tablet 10'S,Allergies,Libotryp XL 50mg Tablet 10'S,Anxiety,6,11,29,0
198.11.132.53-10.42.0.211-80-53801-6,Allset Tablet 10'S,Allergies,Librate 10mg Tablet 10'SLibrate 25mg Tablet 10'S,Anxiety,10,25,29,1
172.217.12.174-10.42.0.151-443-54508-6,Alocet Syrup 60mlAlocet 5mg Tablet 10'S,Allergies,Libratex Tablet 10'S,Anxiety,9,30,31,0
10.42.0.211-104.254.66.16-50544-80-6,Alocet M Tablet 10'SAlocet M Suspension 60ml,Allergies,Librium 10mg Tablet 10'SLibrium 10mg Tablet 15'S,Anxiety,10,8,31,1
216.58.217.67-10.42.0.211-80-43802-6,Alocet XL Tablet 10'S,Allergies,Librolent Tablet 10'S,Anxiety,9,14,47,0
10.42.0.42-104.254.66.16-38146-80-6,Alovent 5mg Tablet 10'S,Allergies,Limbival Tablet 10'S,Anxiety,7,0,29,0
172.217.10.110-10.42.0.151-443-37859-6,Alsium Tablet 15'S,Allergies,Linotril 2mg Tablet 10'SLinotril 0.25mg Tablet 10'SLinotril 0.5mg Tablet 10'SLinotril 1mg Tablet 10'S,Anxiety,10,0,29,0
172.217.10.67-10.42.0.211-443-39767-6,ALT FM 10/120mg Tablet 10'S,Allergies,Lobachek 10mg Tablet 10'SLobachek 5mg Tablet 10'S,Anxiety,9,13,1181,0
10.42.0.151-106.39.169.66-43568-80-6,Altiva 120mg Tablet 10'SAltiva 30mg Tablet 10'SAltiva 180mg Tablet 10'S,Allergies,Lobacor 10mg Tablet 10'SLobacor 5mg Tablet 10'S,Anxiety,5,65,29,0
10.42.0.151-123.125.46.11-46460-80-6,Alvizine M Tablet 10'S,Allergies,Lobazam MD 10mg Tablet 10'SLobazam MD 5mg Tablet 10'SLobazam 10mg Tablet 10'SLobazam 5mg Tablet 10'S,Anxiety,8,3,55,1
10.42.0.211-10.42.0.1-11283-53-17,Alzene 5mg Tablet 10'S,Allergies,Lobazam MD 0.25mg Tablet 10'S,Anxiety,10,26,29,1
172.217.10.110-10.42.0.151-443-36453-6,Alzero 5mg Tablet 10'S,Allergies,Lonacen 1mg Tablet 10'SLonacen 0.5mg Tablet 10'SLonacen 2mg Tablet 10'SLonacen 0.25mg Tablet 10'S,Anxiety,9,0,134,0
10.42.0.151-10.42.0.1-25395-53-17,Alzero D Tablet 10'S,Allergies,Lonafest MD 1mg Tablet 10'SLonafest MD 0.5mg Tablet 10'SLonafest MD 2mg Tablet 10'SLonafest MD 0.25mg Tablet 10'S,Anxiety,10,8,134,0
203.205.158.63-10.42.0.151-80-56718-6,Alzero M Syrup 60mlAlzero M 4/2.5mg Tablet 10'S,Allergies,Lonapam 0.25mg Tablet 10'SLonapam 1mg Tablet 10'SLonapam 2mg Tablet 10'SLonapam 0.5mg Tablet 10'S,Anxiety,9,20,134,0
172.217.3.99-10.42.0.151-443-40689-6,Alzine Syrup 60ml,Allergies,Lonazep 0.25mg Tablet 10'SLonazep MD 1mg Tablet 10'SLonazep 1mg Tablet 10'SLonazep MD 0.5mg Tablet 10'SLonazep 0.25mg Tablet 15'SLonazep 0.5mg Tablet 10'SLonazep MD 2mg Tablet 10'SLonazep 1mg InjectionLonazep 2mg Tablet 10'SLonazep MD 0.25mg Tablet 10'S,Anxiety,10,25,143,1
174.35.73.93-10.42.0.211-443-35571-6,Amicet Tablet 10'S,Allergies,Lonna 1mg Tablet 10'S,Anxiety,10,0,46,1
10.42.0.1-10.42.0.42-53-26432-17,Ancer LM Syrup 60mlAncer LM Tablet 10'S,Allergies,Lopez MD 2mg Tablet 10'SLopez MD 1mg Tablet 10'S,Anxiety,9,7,823,1
172.217.12.174-10.42.0.151-443-54508-6,Angelskin AC Lotion 100ml,Allergies,Lorawel 1mg Tablet 10'SLorawel Injection 2mlLorawel 2mg Tablet 10'S,Anxiety,9,1,134,1
10.42.0.211-119.146.74.33-47234-443-6,Anticet 5mg Tablet 10'S,Allergies,Lorazine 2mg Tablet 10'S,Anxiety,2,74,134,1
203.205.158.52-10.42.0.42-80-47428-6,ARGELLA Tablet 10's,Allergies,Lori Injection 2ml,Anxiety,5,2,399,0
180.149.136.247-10.42.0.211-80-59045-6,ARGELLA M Tablet 10's,Allergies,Loripam 2mg Tablet 10'S,Anxiety,10,29,76,1
10.42.0.151-23.192.21.115-37392-443-6,Arokast Fx Tablet 10's,Allergies,Lorpik 2mg Tablet 10'SLorpik 1mg Tablet 10'S,Anxiety,5,69,134,0
192.229.163.180-10.42.0.211-443-37024-6,Ascoril Flu Drops 15ml,Allergies,Lotranz 4mg Tablet 10'SLotranz 1mg Tablet 10'S,Anxiety,7,6,132,0
180.76.147.76-10.42.0.211-80-37284-6,Asthamon L Tablet 10'S,Allergies,Lozipam Injection 2ml,Anxiety,10,14,43,0
202.77.129.150-10.42.0.211-80-34468-6,Avercet M Tablet 10's,Allergies,Lupizep Plus 12.5mg Capsule 10'SLupizep Plus 25mg Capsule 10'S,Anxiety,10,55,381,1
10.42.0.211-10.42.0.1-35245-53-17,AVERZINE 25mg Tablet 15's,Allergies,Luzarn 0.25mg Tablet 10'S,Anxiety,3,14,134,0
10.42.0.211-47.88.68.21-38595-443-6,Avil 22.5mg Injection 10X2mlAvil 25mg Tablet 15'SAvil 25mg Injection 2mlAvil 25mg Expectorant 100mlAvil Injection 10X2mlAvil 22.7mg Injection 10mlAvil 50mg Tablet 15'S,Allergies,Manorest SR 0.5mg Tablet 10'SManorest 1mg Tablet 10'SManorest SR 1mg Tablet 10'SManorest 0.5mg Tablet 10'SManorest 0.75mg Tablet 10'SManorest SR 0.25mg Tablet 10'SManorest 0.25mg Tablet 10'S,Anxiety,2,1,134,1
10.42.0.42-104.193.88.109-53640-80-6,Avil NU Tablet 10'S,Allergies,Matiz Plus Tablet 10'S,Anxiety,3,16,43,0
10.42.0.211-125.39.133.40-45695-80-6,Avinorm Tablet 10'S,Allergies,Meloprax 0.25mg Tablet 10'SMeloprax 0.5mg Tablet 10'S,Anxiety,9,20,134,1
10.42.0.211-23.21.150.201-58997-443-6,Awayke 10mg Tablet 10'S,Allergies,Melzap MD 1mg Tablet 10'SMelzap 2mg Tablet 10'SMelzap 5mg Tablet 10'SMelzap MD 0.5mg Tablet 10'SMelzap MD 2mg Tablet 10'SMelzap 1mg Tablet 10'SMelzap MD 0.25mg Tablet 10'S,Anxiety,9,32,42,0
10.42.0.151-10.42.0.1-1637-53-17,Axaria 25mg Tablet 10'SAxaria 10mg Tablet 10'S,Allergies,Meriproz 0.5mg Tablet 10'SMeriproz 0.25mg Tablet 10'S,Anxiety,10,4,134,1
172.217.8.4-10.42.0.211-443-58673-6,Azfex M Tablet 10'S,Allergies,Meva C Capsule 2'S,Anxiety,7,88,997,1
10.42.0.211-10.42.0.1-47619-53-17,BELTAS 20mg Tablet 10's,Allergies,Migrabeta A Tablet 10'S,Anxiety,10,23,134,0
10.42.0.211-10.42.0.1-48917-53-17,Benadryl Cough Formula Syrup 450ml,Allergies,Monazepam 0.5mg Tablet 10'SMonazepam 1mg Tablet 10'S,Anxiety,10,72,134,1
10.42.0.211-31.13.80.52-42522-443-6,Benelix Syrup 60ml,Allergies,Morecalm 0.25mg Tablet 10'SMorecalm 0.5mg Tablet 10'S,Anxiety,10,44,1448,0
10.42.0.211-10.42.0.1-30870-53-17,Bepomac 10mg Tablet 10'S,Allergies,Movarest 0.25mg Tablet 10'S,Anxiety,10,205,134,0
180.149.138.197-10.42.0.211-80-50567-6,Bepozal Tablet 10's,Allergies,NAT 0.25mg Tablet 10'S,Anxiety,9,1,134,1
182.254.5.234-10.42.0.211-80-56473-6,Betawin LC 5mg Tablet 10'S,Allergies,Neolore 4mg Injection 2ml,Anxiety,1,10,36,1
10.42.0.211-119.146.74.34-46249-80-6,Betni 4mg Injection 1ml,Allergies,Newcita Lite Tablet 10'SNewcita Plus Tablet 10'S,Anxiety,8,14,32,0
10.42.0.151-125.39.133.40-34935-80-6,Betonix 10mg Tablet 10'S,Allergies,Nexito Forte Tablet 10'SNexito LS Tablet 10'S,Anxiety,6,5,134,1
172.217.6.234-10.42.0.42-443-45539-6,BILAGRA 20mg Tablet 10's,Allergies,Nexito Plus Tablet 10'S,Anxiety,10,39,31,0
10.42.0.151-72.21.207.148-35457-443-6,BILANAIR 20mg Tablet 10's,Allergies,Nextril 50mg Tablet 10'SNextril 100mg Tablet 10'S,Anxiety,9,9,36,1
180.149.153.234-10.42.0.211-80-57420-6,BILANIX Tablet 10's,Allergies,Nexvenla OD Plus 50mg Tablet 10'S,Anxiety,3,26,29,0
10.42.0.211-10.42.0.1-55980-53-17,BILANTA 20mg Tablet 10's,Allergies,Nindra 0.5mg Tablet 10'SNindra 0.25mg Tablet 10'S,Anxiety,10,26,43,1
180.149.134.221-10.42.0.211-80-41337-6,BILASTERO 20mg Tablet 10's,Allergies,Nitraplan 10mg Tablet 10'S,Anxiety,10,14,36,0
10.42.0.1-10.42.0.42-53-9223-17,BILASURE 20mg Tablet 10's,Allergies,Nitrosh 5mg Tablet 10'S,Anxiety,2,105,134,0
10.42.0.42-104.244.43.163-59118-443-6,BILAZAP 20mg Tablet 10's,Allergies,Norep 0.5mg Tablet 10'S,Anxiety,5,48,187,0
10.42.0.1-10.42.0.42-53-32175-17,BILAZEST 20mg Tablet 10's,Allergies,Norep Plus Tablet 10'S,Anxiety,8,14,134,0
172.217.10.142-10.42.0.211-80-56708-6,BILAZO Tablet 10's,Allergies,Norep Plus H Tablet 10'S,Anxiety,5,27,134,0
10.42.0.211-10.42.0.1-18879-53-17,BILLARGIC 20mg Tablet 10's,Allergies,Normadep 2mg Tablet 10'S,Anxiety,10,8,31,1
172.217.10.142-10.42.0.211-443-37278-6,Borox M 10/5mg Tablet 10'S,Allergies,Normaline H 12.5/5mg Tablet 10'S,Anxiety,2,15,38,1
219.142.78.162-10.42.0.211-443-35568-6,Breathezy L Tablet 10'S,Allergies,Normaline Plus 25/10mg Tablet 10'S,Anxiety,5,11,43,0
151.101.21.140-10.42.0.211-80-37656-6,Breaze L Tablet 10'S,Allergies,Normaxin RT Capsule 10'S,Anxiety,10,0,134,0
203.130.53.126-10.42.0.42-80-33323-6,Breaze L Kid Tablet 10'S,Allergies,Notence 0.5mg Tablet 10'SNotence 0.25mg Tablet 10'SNotence 1mg Tablet 10'S,Anxiety,10,8,535,0
192.229.173.173-10.42.0.211-80-44238-6,Briocold 4/2.5mg Suspension 30ml,Allergies,ONA MD 0.25mg Tablet 10'SONA 0.25mg Tablet 10'SONA 2mg Tablet 10'SONA 0.5mg Tablet 10'SONA 1mg Tablet 10'SONA MD 1mg Tablet 10'SONA MD 2mg Tablet 10'SONA MD 0.5mg Tablet 10'S,Anxiety,9,28,29,1
10.42.0.211-64.71.142.110-42468-443-6,Bronkolast L 4/2.5mg Tablet 10'S,Allergies,Onapract 0.25mg Tablet 10'SOnapract 0.5mg Tablet 10'S,Anxiety,9,2,31,1
172.217.9.234-10.42.0.211-443-44773-6,Brunda M 10/5mg Tablet 10'S,Allergies,Onatril MD 0.5mg Tablet 10'S,Anxiety,4,22,134,1
172.217.10.234-10.42.0.211-443-56196-6,Byellergy 10mg Tablet 10'S,Allergies,Opiprex 50mg Tablet 10'SOpiprex 100mg Tablet 10'S,Anxiety,1,32,134,1
10.42.0.151-31.13.71.3-52362-443-6,BYLOZA 20mg Tablet 10's,Allergies,Opiprime 50mg Tablet 10'S,Anxiety,10,34,134,1
10.42.0.211-103.43.91.18-56406-443-6,Cadistin 4mg Tablet 1000'S,Allergies,Osopose 5mg Tablet 10'SOsopose 2mg Tablet 10'S,Anxiety,9,2,31,0
10.42.0.42-104.192.110.245-41840-80-6,Calagy Lotion 100ml,Allergies,Ozepam 2mg Tablet 10'SOzepam 1mg Tablet 10'SOzepam 0.25mg Tablet 10'SOzepam 0.5mg Tablet 10'S,Anxiety,10,32,39,1
203.205.158.61-10.42.0.42-80-53996-6,Calciluvin Syrup 100ml,Allergies,Ozepam MD 5mg Tablet 10'S,Anxiety,5,110,134,0
10.42.0.42-88.212.201.195-54591-443-6,Centiluk 10/5mg Tablet 10'SCentiluk 4/2.5mg Syrup 60ml,Allergies,Ozolam 0.25mg Tablet 10'SOzolam 0.5mg Tablet 10'S,Anxiety,1,23,134,0
10.42.0.211-64.71.142.96-60181-443-6,CEPIAM TR 8mg Capsule 10's,Allergies,P Kalm 0.25mg Tablet 10'SP Kalm 0.5mg Tablet 10'S,Anxiety,2,17,613,0
209.10.120.26-10.42.0.211-80-50692-6,Ceriz Syrup 60ml,Allergies,Pacific 0.5mg Tablet 10'SPacific 0.25mg Tablet 10'S,Anxiety,1,12,134,1
10.42.0.211-64.71.142.110-44368-443-6,Ceriz L Mont 10/5mg Tablet 10'S,Allergies,Pacific H 0.25/10mg Tablet 10'S,Anxiety,3,2,134,0
10.42.0.151-23.74.67.241-40245-80-6,Cerzin L Syrup 30mlCerzin L 5mg Tablet 10'S,Allergies,Pacific Plus 0.25/20mg Tablet 10'S,Anxiety,9,67,134,1
169.54.129.41-10.42.0.151-443-32814-6,Cetcip 10mg Tablet 10'SCetcip Syrup 30ml,Allergies,Pacinol 0.25/20mg Tablet 10'S,Anxiety,10,12,989,0
172.217.11.10-10.42.0.151-443-50647-6,Cetcip Cold Tablet 10'S,Allergies,Paciquil 5mg Tablet 10'S,Anxiety,10,0,471,1
10.42.0.1-10.42.0.42-53-19950-17,Cetcip L 5mg Tablet 10'S,Allergies,Pacyl 0.5mg Tablet 10'SPacyl SR 1.5mg Tablet 10'SPacyl 0.25mg Tablet 10'SPacyl SR 0.5 Tablet 10'S,Anxiety,1,5,547,0
172.217.10.110-10.42.0.151-443-38429-17,Cetemed Tablet 10'S,Allergies,Panazep 25mg Tablet 10'SPanazep LS Tablet 10'SPanazep 12.5mg Tablet 10'S,Anxiety,10,7,31,1
203.205.158.61-10.42.0.211-80-59889-6,Ceteze Syrup 30ml,Allergies,Panicalm Tablet 10'S,Anxiety,10,7,134,1
10.42.0.211-10.42.0.1-29598-53-17,Cetfast 10mg Tablet 10'SCetfast Syrup 30ml,Allergies,Pari CR Plus Tablet 10'S,Anxiety,8,25,1368,0
172.217.6.238-10.42.0.151-443-47981-6,Cetfast M Oral Suspension 60ml,Allergies,Paro CR Plus Tablet 10'SParo CR Forte Tablet 10'S,Anxiety,10,7,134,1
192.229.163.180-10.42.0.211-443-51153-6,Cetgel Capsule 10'S,Allergies,Patroxta Plus 25mg Tablet 10'SPatroxta Plus 12.5mg Tablet 10'S,Anxiety,5,17,134,0
180.76.147.76-10.42.0.211-80-37290-6,Ceticad 5mg Suspension 30mlCeticad 10mg Tablet 10'SCeticad 1mg Syrup 60ml,Allergies,Paxum Tablet 10'SPaxum Injection 2ml,Anxiety,10,4,37134,0
10.42.0.42-23.206.125.17-44342-80-6,Cetimax 10mg Tablet 10'S,Allergies,Peacin 5mg Tablet 10'S,Anxiety,10,63,134,1
10.42.0.151-14.204.144.143-39580-80-6,Cetimon 4/2.5mg Tablet 10'SCetimon 10/5mg Tablet 10'S,Allergies,Peptica Tablet 10'S,Anxiety,10,20,782,1
10.42.0.211-23.206.162.129-39561-80-6,Cetinam Syrup 60mlCetinam 10mg Tablet 10'S,Allergies,Petril 1mg Tablet 10'SPetril MD 0.5mg Tablet 10'SPetril Beta 20mg Tablet 10'SPetril 2mg Tablet 10'SPetril 0.5mg Tablet 10'SPetril MD 0.25mg Tablet 10'SPetril Beta 10mg Tablet 10'S,Anxiety,9,3,134,0
10.42.0.151-13.32.250.220-50463-443-6,CETIP Tablet 10's,Allergies,Petril Plus Tablet 10'S,Anxiety,1,36,134,1
202.77.129.150-10.42.0.42-80-59085-6,CETIP A Tablet 10's,Allergies,Petril Plus Ls Tablet 10's,Anxiety,1,40,556,0
10.42.0.42-61.135.185.139-58138-80-6,Cetiriz 10mg Tablet 10'SCetiriz Syrup 60ml,Allergies,Pizolam P Tablet 10'SPizolam 0.25mg Tablet 10'SPizolam 1mg Tablet 10'SPizolam 0.5mg Tablet 10'S,Anxiety,5,16,3134,1
172.217.12.206-10.42.0.211-443-58723-6,Cetiriz G Syrup 30ml,Allergies,Placidox Injection 2mlPlacidox 10mg Tablet 10'SPlacidox 5mg Tablet 15'SPlacidox 2mg Tablet 15'SPlacidox 20mg Injection 2ml,Anxiety,5,218,36,0
10.42.0.151-111.221.77.168-43477-40011-17,Cetiriz L 5mg Tablet 10'S,Allergies,Plaxid 0.25mg Tablet 10'S,Anxiety,8,16,1448,1
180.149.153.234-10.42.0.151-80-38589-6,Cetiz 10mg Tablet 10'SCetiz 5mg Syrup 30ml,Allergies,Pralam 1mg Tablet 10'SPralam 0.25mg Tablet 10'SPralam 0.5mg Tablet 10'S,Anxiety,9,65,35,0
172.217.11.40-10.42.0.42-443-50470-6,Cetlergy 10mg Tablet 10'S,Allergies,Prasilex Plus Tablet 10'S,Anxiety,8,235,134,0
182.22.67.102-10.42.0.211-443-57061-6,Cetpil Tablet 10'S,Allergies,Pregalift ER 75mg Tablet 10'S,Anxiety,7,1,36,0
